GID_2,State,District,Year,Year End,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
IND.11.12_1,Gujarat,Gandhinagar,2000,2001,Kharif,7600.0,17100.0,2.25
IND.11.12_1,Gujarat,Gandhinagar,2001,2002,Kharif,7000.0,17500.0,2.5
IND.11.12_1,Gujarat,Gandhinagar,2002,2003,Kharif,4600.0,9900.0,2.152173913043478
IND.11.12_1,Gujarat,Gandhinagar,2003,2004,Kharif,13100.0,35200.0,2.687022900763359
IND.11.12_1,Gujarat,Gandhinagar,2004,2005,Kharif,13200.0,29100.0,2.2045454545454546
IND.11.12_1,Gujarat,Gandhinagar,2005,2006,Kharif,10000.0,27200.0,2.72
IND.11.12_1,Gujarat,Gandhinagar,2006,2007,Kharif,11300.0,25600.0,2.265486725663717
IND.11.12_1,Gujarat,Gandhinagar,2007,2008,Kharif,12800.0,32000.0,2.5
IND.11.12_1,Gujarat,Gandhinagar,2008,2009,Kharif,12800.0,26900.0,2.1015625
IND.11.12_1,Gujarat,Gandhinagar,2009,2010,Kharif,10600.0,22200.0,2.0943396226415096
IND.11.12_1,Gujarat,Gandhinagar,2010,2011,Kharif,16000.0,36900.0,2.30625
IND.11.12_1,Gujarat,Gandhinagar,2011,2012,Kharif,8800.0,20100.0,2.284090909090909
IND.11.12_1,Gujarat,Gandhinagar,2012,2013,Kharif,3500.0,8100.0,2.3142857142857145
IND.11.12_1,Gujarat,Gandhinagar,2013,2014,Kharif,9971.0,23495.0,2.3563333667636144
IND.11.12_1,Gujarat,Gandhinagar,2014,2015,Kharif,8414.0,19160.0,2.2771571190872355
IND.11.12_1,Gujarat,Gandhinagar,2015,2016,Kharif,10838.0,22262.0,2.0540690164236945
IND.11.12_1,Gujarat,Gandhinagar,2016,2017,Kharif,9184.0,11463.0,1.2481489547038327
IND.11.12_1,Gujarat,Gandhinagar,2017,2018,Kharif,9901.0,12419.0,1.2543177456822543
IND.11.12_1,Gujarat,Gandhinagar,2018,2019,Kharif,11675.0,25055.0,2.1460385438972165
IND.11.12_1,Gujarat,Gandhinagar,2019,2020,Kharif,12126.0,28050.0,2.3132112815437904
IND.11.17_1,Gujarat,Kheda,2000,2001,Kharif,112500.0,73400.0,0.6524444444444445
IND.11.17_1,Gujarat,Kheda,2001,2002,Kharif,171800.0,308400.0,1.7951105937136205
IND.11.17_1,Gujarat,Kheda,2002,2003,Kharif,71200.0,93500.0,1.3132022471910112
IND.11.17_1,Gujarat,Kheda,2003,2004,Kharif,98800.0,198900.0,2.013157894736842
IND.11.17_1,Gujarat,Kheda,2004,2005,Kharif,99400.0,223900.0,2.2525150905432594
IND.11.17_1,Gujarat,Kheda,2005,2006,Kharif,89700.0,218500.0,2.4358974358974357
IND.11.17_1,Gujarat,Kheda,2006,2007,Kharif,92400.0,169300.0,1.8322510822510822
IND.11.17_1,Gujarat,Kheda,2007,2008,Kharif,99800.0,237400.0,2.37875751503006
IND.11.17_1,Gujarat,Kheda,2008,2009,Kharif,101100.0,211600.0,2.09297725024728
IND.11.17_1,Gujarat,Kheda,2009,2010,Kharif,87100.0,201300.0,2.3111366245694605
IND.11.17_1,Gujarat,Kheda,2010,2011,Kharif,87300.0,210500.0,2.411225658648339
IND.11.17_1,Gujarat,Kheda,2011,2012,Kharif,97500.0,212700.0,2.1815384615384614
IND.11.17_1,Gujarat,Kheda,2012,2013,Kharif,81700.0,194500.0,2.3806609547123623
IND.11.17_1,Gujarat,Kheda,2013,2014,Kharif,108800.0,252848.0,2.323970588235294
IND.11.17_1,Gujarat,Kheda,2014,2015,Kharif,98831.0,253080.00000000003,2.5607349920571485
IND.11.17_1,Gujarat,Kheda,2015,2016,Kharif,100519.0,249813.0,2.485231647748187
IND.11.17_1,Gujarat,Kheda,2016,2017,Kharif,102915.00000000001,265985.0,2.584511490064616
IND.11.17_1,Gujarat,Kheda,2017,2018,Kharif,108375.0,279398.0,2.578066897347174
IND.11.17_1,Gujarat,Kheda,2018,2019,Kharif,112873.0,359556.0,3.185491658766933
IND.11.17_1,Gujarat,Kheda,2019,2020,Kharif,115129.0,309651.0,2.689600361333808
IND.11.18_1,Gujarat,Mahesana,2000,2001,Kharif,10200.0,7100.0,0.696078431372549
IND.11.18_1,Gujarat,Mahesana,2001,2002,Kharif,12600.0,23600.0,1.873015873015873
IND.11.18_1,Gujarat,Mahesana,2002,2003,Kharif,3700.0,5300.0,1.4324324324324325
IND.11.18_1,Gujarat,Mahesana,2003,2004,Kharif,7200.0,9700.0,1.3472222222222223
IND.11.18_1,Gujarat,Mahesana,2004,2005,Kharif,4500.0,10900.0,2.422222222222222
IND.11.18_1,Gujarat,Mahesana,2005,2006,Kharif,6000.0,13600.0,2.2666666666666666
IND.11.18_1,Gujarat,Mahesana,2006,2007,Kharif,8100.0,16700.0,2.0617283950617282
IND.11.18_1,Gujarat,Mahesana,2007,2008,Kharif,8300.0,19100.0,2.3012048192771086
IND.11.18_1,Gujarat,Mahesana,2008,2009,Kharif,5900.0,12100.0,2.0508474576271185
IND.11.18_1,Gujarat,Mahesana,2009,2010,Kharif,6200.0,15700.0,2.532258064516129
IND.11.18_1,Gujarat,Mahesana,2010,2011,Kharif,8200.0,17400.0,2.1219512195121952
IND.11.18_1,Gujarat,Mahesana,2011,2012,Kharif,5400.0,9700.0,1.7962962962962963
IND.11.18_1,Gujarat,Mahesana,2012,2013,Kharif,1400.0,3200.0,2.2857142857142856
IND.11.18_1,Gujarat,Mahesana,2013,2014,Kharif,4970.0,9973.0,2.006639839034205
IND.11.18_1,Gujarat,Mahesana,2014,2015,Kharif,6815.000000000001,18047.0,2.648129126925898
IND.11.18_1,Gujarat,Mahesana,2015,2016,Kharif,7095.0,17046.0,2.4025369978858353
IND.11.18_1,Gujarat,Mahesana,2016,2017,Kharif,4638.0,10967.0,2.364596808969383
IND.11.18_1,Gujarat,Mahesana,2017,2018,Kharif,7043.000000000001,16828.0,2.38932273179043
IND.11.18_1,Gujarat,Mahesana,2018,2019,Kharif,3010.0,7370.999999999999,2.4488372093023254
IND.11.18_1,Gujarat,Mahesana,2019,2020,Kharif,4029.9999999999995,7853.0,1.9486352357320103
IND.11.1_1,Gujarat,Ahmadabad,2000,2001,Kharif,84100.0,37500.0,0.44589774078478
IND.11.1_1,Gujarat,Ahmadabad,2001,2002,Kharif,82000.0,144300.0,1.7597560975609756
IND.11.1_1,Gujarat,Ahmadabad,2002,2003,Kharif,47500.0,39300.0,0.8273684210526315
IND.11.1_1,Gujarat,Ahmadabad,2003,2004,Kharif,83200.0,197600.0,2.375
IND.11.1_1,Gujarat,Ahmadabad,2004,2005,Kharif,78900.0,176000.0,2.2306717363751583
IND.11.1_1,Gujarat,Ahmadabad,2005,2006,Kharif,94800.0,235500.0,2.4841772151898733
IND.11.1_1,Gujarat,Ahmadabad,2006,2007,Kharif,97300.0,178800.0,1.8376156217882837
IND.11.1_1,Gujarat,Ahmadabad,2007,2008,Kharif,105200.0,214100.0,2.035171102661597
IND.11.1_1,Gujarat,Ahmadabad,2008,2009,Kharif,96100.0,175500.0,1.826222684703434
IND.11.1_1,Gujarat,Ahmadabad,2009,2010,Kharif,83700.0,209200.0,2.4994026284348867
IND.11.1_1,Gujarat,Ahmadabad,2010,2011,Kharif,103500.0,273600.0,2.643478260869565
IND.11.1_1,Gujarat,Ahmadabad,2011,2012,Kharif,119000.0,311000.0,2.6134453781512605
IND.11.1_1,Gujarat,Ahmadabad,2012,2013,Kharif,107800.0,212600.0,1.9721706864564008
IND.11.1_1,Gujarat,Ahmadabad,2013,2014,Kharif,112759.99999999999,263994.0,2.341202554097198
IND.11.1_1,Gujarat,Ahmadabad,2014,2015,Kharif,116904.0,305692.0,2.614897693834257
IND.11.1_1,Gujarat,Ahmadabad,2015,2016,Kharif,113930.0,287425.0,2.5228210304572984
IND.11.1_1,Gujarat,Ahmadabad,2016,2017,Kharif,119870.0,311998.0,2.6028030366230084
IND.11.1_1,Gujarat,Ahmadabad,2017,2018,Kharif,117955.0,253359.0,2.147929295070154
IND.11.1_1,Gujarat,Ahmadabad,2018,2019,Kharif,113463.00000000001,149704.0,1.3194080889805486
IND.11.1_1,Gujarat,Ahmadabad,2019,2020,Kharif,133051.0,271922.0,2.0437426250084556
IND.11.23_1,Gujarat,Panch Mahals,2000,2001,Kharif,91200.0,9800.0,0.1074561403508772
IND.11.23_1,Gujarat,Panch Mahals,2001,2002,Kharif,84900.0,20600.0,0.24263839811542992
IND.11.23_1,Gujarat,Panch Mahals,2002,2003,Kharif,86200.0,26300.0,0.3051044083526682
IND.11.23_1,Gujarat,Panch Mahals,2003,2004,Kharif,61600.0,62500.0,1.0146103896103895
IND.11.23_1,Gujarat,Panch Mahals,2004,2005,Kharif,69300.0,51600.0,0.7445887445887446
IND.11.23_1,Gujarat,Panch Mahals,2005,2006,Kharif,71300.0,62800.0,0.8807854137447405
IND.11.23_1,Gujarat,Panch Mahals,2006,2007,Kharif,70800.0,50300.0,0.71045197740113
IND.11.23_1,Gujarat,Panch Mahals,2007,2008,Kharif,77400.0,80700.0,1.0426356589147288
IND.11.23_1,Gujarat,Panch Mahals,2008,2009,Kharif,72100.0,51800.0,0.7184466019417476
IND.11.23_1,Gujarat,Panch Mahals,2009,2010,Kharif,61000.0,29600.0,0.4852459016393443
IND.11.23_1,Gujarat,Panch Mahals,2010,2011,Kharif,70400.0,59600.0,0.8465909090909091
IND.11.23_1,Gujarat,Panch Mahals,2011,2012,Kharif,78300.0,98200.0,1.2541507024265646
IND.11.23_1,Gujarat,Panch Mahals,2012,2013,Kharif,67300.0,118900.0,1.7667161961367013
IND.11.23_1,Gujarat,Panch Mahals,2013,2014,Kharif,81053.0,122771.0,1.5147002578559707
IND.11.23_1,Gujarat,Panch Mahals,2014,2015,Kharif,40762.0,43965.0,1.078578087434375
IND.11.23_1,Gujarat,Panch Mahals,2015,2016,Kharif,44269.0,46262.0,1.0450202173078227
IND.11.23_1,Gujarat,Panch Mahals,2016,2017,Kharif,54247.0,52377.0,0.9655280476339705
IND.11.23_1,Gujarat,Panch Mahals,2017,2018,Kharif,47036.0,46578.0,0.9902627774470618
IND.11.23_1,Gujarat,Panch Mahals,2018,2019,Kharif,53219.00000000001,57636.0,1.0829966741201449
IND.11.23_1,Gujarat,Panch Mahals,2019,2020,Kharif,55572.0,97740.0,1.7587993953789678
IND.11.27_1,Gujarat,Sabar Kantha,2000,2001,Kharif,15000.0,15500.0,1.0333333333333334
IND.11.27_1,Gujarat,Sabar Kantha,2001,2002,Kharif,17000.0,26700.0,1.5705882352941176
IND.11.27_1,Gujarat,Sabar Kantha,2002,2003,Kharif,8700.0,14000.0,1.6091954022988506
IND.11.27_1,Gujarat,Sabar Kantha,2003,2004,Kharif,6500.0,10900.0,1.676923076923077
IND.11.27_1,Gujarat,Sabar Kantha,2004,2005,Kharif,9700.0,16800.0,1.731958762886598
IND.11.27_1,Gujarat,Sabar Kantha,2005,2006,Kharif,5800.0,14000.0,2.413793103448276
IND.11.27_1,Gujarat,Sabar Kantha,2006,2007,Kharif,8100.0,14500.0,1.7901234567901234
IND.11.27_1,Gujarat,Sabar Kantha,2007,2008,Kharif,10300.0,22400.0,2.174757281553398
IND.11.27_1,Gujarat,Sabar Kantha,2008,2009,Kharif,10100.0,18400.0,1.8217821782178218
IND.11.27_1,Gujarat,Sabar Kantha,2009,2010,Kharif,6700.0,16400.0,2.4477611940298507
IND.11.27_1,Gujarat,Sabar Kantha,2010,2011,Kharif,5600.0,12000.0,2.142857142857143
IND.11.27_1,Gujarat,Sabar Kantha,2011,2012,Kharif,6700.0,15900.0,2.373134328358209
IND.11.27_1,Gujarat,Sabar Kantha,2012,2013,Kharif,3700.0,8200.0,2.2162162162162162
IND.11.27_1,Gujarat,Sabar Kantha,2013,2014,Kharif,1680.0,3557.0,2.1172619047619046
IND.11.27_1,Gujarat,Sabar Kantha,2014,2015,Kharif,3975.0,9557.0,2.4042767295597485
IND.11.27_1,Gujarat,Sabar Kantha,2015,2016,Kharif,3625.0,11386.0,3.1409655172413795
IND.11.27_1,Gujarat,Sabar Kantha,2016,2017,Kharif,6185.0,17637.0,2.8515763945028296
IND.11.27_1,Gujarat,Sabar Kantha,2017,2018,Kharif,7454.000000000001,26945.0,3.614837671049101
IND.11.27_1,Gujarat,Sabar Kantha,2018,2019,Kharif,7089.0,24177.0,3.4104951333051208
IND.11.27_1,Gujarat,Sabar Kantha,2019,2020,Kharif,6964.0,18209.0,2.6147329121194716
IND.11.28_1,Gujarat,Surat,2000,2001,Kharif,70600.0,117000.0,1.6572237960339944
IND.11.28_1,Gujarat,Surat,2001,2002,Kharif,83500.0,167000.0,2.0
IND.11.28_1,Gujarat,Surat,2002,2003,Kharif,73500.0,137200.0,1.8666666666666667
IND.11.28_1,Gujarat,Surat,2003,2004,Kharif,80000.0,154800.0,1.935
IND.11.28_1,Gujarat,Surat,2004,2005,Kharif,79300.0,141000.0,1.7780580075662042
IND.11.28_1,Gujarat,Surat,2005,2006,Kharif,68300.0,131200.0,1.9209370424597365
IND.11.28_1,Gujarat,Surat,2006,2007,Kharif,72600.0,144200.0,1.9862258953168044
IND.11.28_1,Gujarat,Surat,2007,2008,Kharif,80500.0,154900.0,1.924223602484472
IND.11.28_1,Gujarat,Surat,2008,2009,Kharif,58400.0,124300.0,2.1284246575342465
IND.11.28_1,Gujarat,Surat,2009,2010,Kharif,54600.0,130300.0,2.3864468864468864
IND.11.28_1,Gujarat,Surat,2010,2011,Kharif,60700.0,124000.0,2.042833607907743
IND.11.28_1,Gujarat,Surat,2011,2012,Kharif,52300.0,126800.0,2.424474187380497
IND.11.28_1,Gujarat,Surat,2012,2013,Kharif,39700.0,84100.0,2.118387909319899
IND.11.28_1,Gujarat,Surat,2013,2014,Kharif,45902.0,93241.0,2.0313058254542287
IND.11.28_1,Gujarat,Surat,2014,2015,Kharif,39547.0,86189.0,2.1794067818039293
IND.11.28_1,Gujarat,Surat,2015,2016,Kharif,41496.0,89331.0,2.1527617119722384
IND.11.28_1,Gujarat,Surat,2016,2017,Kharif,37998.0,92816.0,2.442654876572451
IND.11.28_1,Gujarat,Surat,2017,2018,Kharif,46513.0,123420.0,2.6534517231741663
IND.11.28_1,Gujarat,Surat,2018,2019,Kharif,44471.0,108874.0,2.4482021991859866
IND.11.28_1,Gujarat,Surat,2019,2020,Kharif,41521.0,97980.0,2.3597697550637027
IND.11.32_1,Gujarat,Vadodara,2000,2001,Kharif,51500.0,6100.0,0.11844660194174757
IND.11.32_1,Gujarat,Vadodara,2001,2002,Kharif,58600.0,48700.0,0.8310580204778157
IND.11.32_1,Gujarat,Vadodara,2002,2003,Kharif,47200.0,38000.0,0.8050847457627118
IND.11.32_1,Gujarat,Vadodara,2003,2004,Kharif,47200.0,59400.0,1.2584745762711864
IND.11.32_1,Gujarat,Vadodara,2004,2005,Kharif,52100.0,54300.0,1.0422264875239924
IND.11.32_1,Gujarat,Vadodara,2005,2006,Kharif,53100.0,61300.0,1.1544256120527308
IND.11.32_1,Gujarat,Vadodara,2006,2007,Kharif,49500.0,57400.0,1.1595959595959595
IND.11.32_1,Gujarat,Vadodara,2007,2008,Kharif,61400.0,83600.0,1.3615635179153094
IND.11.32_1,Gujarat,Vadodara,2008,2009,Kharif,60400.0,67100.0,1.1109271523178808
IND.11.32_1,Gujarat,Vadodara,2009,2010,Kharif,52500.0,47700.0,0.9085714285714286
IND.11.32_1,Gujarat,Vadodara,2010,2011,Kharif,55100.0,68100.0,1.2359346642468239
IND.11.32_1,Gujarat,Vadodara,2011,2012,Kharif,44400.0,55300.0,1.2454954954954955
IND.11.32_1,Gujarat,Vadodara,2012,2013,Kharif,44600.0,63200.0,1.4170403587443947
IND.11.32_1,Gujarat,Vadodara,2013,2014,Kharif,38066.0,50700.0,1.3318972311248884
IND.11.32_1,Gujarat,Vadodara,2014,2015,Kharif,23137.0,40875.0,1.766650819034447
IND.11.32_1,Gujarat,Vadodara,2015,2016,Kharif,24705.0,42862.0,1.7349524387775754
IND.11.32_1,Gujarat,Vadodara,2016,2017,Kharif,23405.0,50549.0,2.1597521897030547
IND.11.32_1,Gujarat,Vadodara,2017,2018,Kharif,22730.0,47527.0,2.090937087549494
IND.11.32_1,Gujarat,Vadodara,2018,2019,Kharif,33486.0,72498.0,2.1650241892134026
IND.11.32_1,Gujarat,Vadodara,2019,2020,Kharif,31302.0,63187.0,2.01862500798671
IND.11.33_1,Gujarat,Valsad,2000,2001,Kharif,99800.0,162800.0,1.6312625250501003
IND.11.33_1,Gujarat,Valsad,2001,2002,Kharif,109200.0,229900.0,2.1053113553113554
IND.11.33_1,Gujarat,Valsad,2002,2003,Kharif,87900.0,142600.0,1.622298065984073
IND.11.33_1,Gujarat,Valsad,2003,2004,Kharif,42700.0,93300.0,2.1850117096018735
IND.11.33_1,Gujarat,Valsad,2004,2005,Kharif,49100.0,89400.0,1.8207739307535642
IND.11.33_1,Gujarat,Valsad,2005,2006,Kharif,47500.0,94800.0,1.9957894736842106
IND.11.33_1,Gujarat,Valsad,2006,2007,Kharif,50600.0,96500.0,1.907114624505929
IND.11.33_1,Gujarat,Valsad,2007,2008,Kharif,57500.0,127700.0,2.220869565217391
IND.11.33_1,Gujarat,Valsad,2008,2009,Kharif,60300.0,127500.0,2.1144278606965172
IND.11.33_1,Gujarat,Valsad,2009,2010,Kharif,58300.0,112900.0,1.9365351629502572
IND.11.33_1,Gujarat,Valsad,2010,2011,Kharif,58600.0,118200.0,2.0170648464163823
IND.11.33_1,Gujarat,Valsad,2011,2012,Kharif,67300.0,145100.0,2.1560178306092124
IND.11.33_1,Gujarat,Valsad,2012,2013,Kharif,63800.0,143900.0,2.2554858934169277
IND.11.33_1,Gujarat,Valsad,2013,2014,Kharif,70104.0,146890.0,2.0953155312107725
IND.11.33_1,Gujarat,Valsad,2014,2015,Kharif,70161.0,144732.0,2.062855432505238
IND.11.33_1,Gujarat,Valsad,2015,2016,Kharif,62478.0,151063.0,2.4178590863984124
IND.11.33_1,Gujarat,Valsad,2016,2017,Kharif,81087.0,218915.0,2.699754584581992
IND.11.33_1,Gujarat,Valsad,2017,2018,Kharif,70665.0,181192.0,2.5640982098634404
IND.11.33_1,Gujarat,Valsad,2018,2019,Kharif,73468.0,181999.0,2.477255403713181
IND.11.33_1,Gujarat,Valsad,2019,2020,Kharif,72850.0,169067.0,2.320754975978037
IND.11.6_1,Gujarat,Bharuch,2000,2001,Kharif,27900.0,17600.0,0.6308243727598566
IND.11.6_1,Gujarat,Bharuch,2001,2002,Kharif,24200.0,25200.0,1.0413223140495869
IND.11.6_1,Gujarat,Bharuch,2002,2003,Kharif,23700.0,24200.0,1.021097046413502
IND.11.6_1,Gujarat,Bharuch,2003,2004,Kharif,13300.0,21900.0,1.6466165413533835
IND.11.6_1,Gujarat,Bharuch,2004,2005,Kharif,12300.0,15800.0,1.2845528455284554
IND.11.6_1,Gujarat,Bharuch,2005,2006,Kharif,12900.0,18100.0,1.4031007751937985
IND.11.6_1,Gujarat,Bharuch,2006,2007,Kharif,10500.0,15200.0,1.4476190476190476
IND.11.6_1,Gujarat,Bharuch,2007,2008,Kharif,11400.0,16800.0,1.4736842105263157
IND.11.6_1,Gujarat,Bharuch,2008,2009,Kharif,14600.0,24400.0,1.6712328767123288
IND.11.6_1,Gujarat,Bharuch,2009,2010,Kharif,12200.0,19400.0,1.5901639344262295
IND.11.6_1,Gujarat,Bharuch,2010,2011,Kharif,11400.0,19200.0,1.6842105263157894
IND.11.6_1,Gujarat,Bharuch,2011,2012,Kharif,10300.0,16500.0,1.6019417475728155
IND.11.6_1,Gujarat,Bharuch,2012,2013,Kharif,9600.0,14100.0,1.46875
IND.11.6_1,Gujarat,Bharuch,2013,2014,Kharif,11260.0,15672.0,1.391829484902309
IND.11.6_1,Gujarat,Bharuch,2014,2015,Kharif,8225.0,15762.0,1.9163525835866262
IND.11.6_1,Gujarat,Bharuch,2015,2016,Kharif,4970.0,8773.0,1.7651911468812878
IND.11.6_1,Gujarat,Bharuch,2016,2017,Kharif,7680.0,12494.0,1.6268229166666666
IND.11.6_1,Gujarat,Bharuch,2017,2018,Kharif,7990.0,15103.0,1.8902377972465583
IND.11.6_1,Gujarat,Bharuch,2018,2019,Kharif,6472.0,9911.0,1.5313658838071693
IND.11.6_1,Gujarat,Bharuch,2019,2020,Kharif,5566.0,8769.0,1.5754581386992454
IND.12.10_1,Haryana,Karnal,2000,2001,Kharif,157949.0,444000.0,2.8110339413354946
IND.12.10_1,Haryana,Karnal,2001,2002,Kharif,166037.0,494000.0,2.9752404584520318
IND.12.10_1,Haryana,Karnal,2002,2003,Kharif,159111.0,426000.0,2.677376171352075
IND.12.10_1,Haryana,Karnal,2003,2004,Kharif,167481.0,499000.0,2.979442444217553
IND.12.10_1,Haryana,Karnal,2004,2005,Kharif,167405.0,567000.0,3.386995609450136
IND.12.10_1,Haryana,Karnal,2005,2006,Kharif,169130.0,521000.0,3.080470643883403
IND.12.10_1,Haryana,Karnal,2006,2007,Kharif,166200.0,553000.0,3.3273164861612514
IND.12.10_1,Haryana,Karnal,2007,2008,Kharif,167149.0,610000.0,3.6494385249089136
IND.12.10_1,Haryana,Karnal,2008,2009,Kharif,169034.0,465000.0,2.7509258492374316
IND.12.10_1,Haryana,Karnal,2009,2010,Kharif,171517.0,521000.0,3.0375997714512266
IND.12.10_1,Haryana,Karnal,2010,2011,Kharif,172698.0,461000.0,2.6693997614332536
IND.12.10_1,Haryana,Karnal,2011,2012,Kharif,165034.0,501000.0,3.035738090332901
IND.12.10_1,Haryana,Karnal,2012,2013,Kharif,170172.0,572000.0,3.361305032555297
IND.12.10_1,Haryana,Karnal,2013,2014,Kharif,162000.0,570000.0,3.5185185185185186
IND.12.10_1,Haryana,Karnal,2014,2015,Kharif,172000.0,556000.0,3.2325581395348837
IND.12.10_1,Haryana,Karnal,2015,2016,Kharif,172000.0,528000.0,3.0697674418604652
IND.12.10_1,Haryana,Karnal,2016,2017,Kharif,175000.0,555000.0,3.1714285714285713
IND.12.10_1,Haryana,Karnal,2017,2018,Kharif,174000.0,661000.0,3.7988505747126435
IND.12.10_1,Haryana,Karnal,2018,2019,Kharif,175000.0,586000.0,3.3485714285714288
IND.12.10_1,Haryana,Karnal,2019,2020,Kharif,180700.0,679400.0,3.759822910902048
IND.12.11_1,Haryana,Kurukshetra,2000,2001,Kharif,111765.0,357000.0,3.1942021205207354
IND.12.11_1,Haryana,Kurukshetra,2001,2002,Kharif,111396.0,367000.0,3.2945527667061656
IND.12.11_1,Haryana,Kurukshetra,2002,2003,Kharif,106928.0,371000.0,3.469624420170582
IND.12.11_1,Haryana,Kurukshetra,2003,2004,Kharif,111949.0,348000.0,3.1085583613967076
IND.12.11_1,Haryana,Kurukshetra,2004,2005,Kharif,121844.0,468000.0,3.8409769869669415
IND.12.11_1,Haryana,Kurukshetra,2005,2006,Kharif,110791.0,416000.0,3.754817629590851
IND.12.11_1,Haryana,Kurukshetra,2006,2007,Kharif,108950.0,440000.0,4.0385497934832495
IND.12.11_1,Haryana,Kurukshetra,2007,2008,Kharif,114536.0,460000.0,4.016204512118461
IND.12.11_1,Haryana,Kurukshetra,2008,2009,Kharif,121530.0,408000.0,3.3571957541347817
IND.12.11_1,Haryana,Kurukshetra,2009,2010,Kharif,117969.0,453000.0,3.839991862268901
IND.12.11_1,Haryana,Kurukshetra,2010,2011,Kharif,119783.0,383000.0,3.1974487197682477
IND.12.11_1,Haryana,Kurukshetra,2011,2012,Kharif,121216.0,459000.0,3.7866288278775078
IND.12.11_1,Haryana,Kurukshetra,2012,2013,Kharif,110728.0,477000.0,4.307853478794884
IND.12.11_1,Haryana,Kurukshetra,2013,2014,Kharif,118000.0,489000.0,4.1440677966101696
IND.12.11_1,Haryana,Kurukshetra,2014,2015,Kharif,131000.0,461000.0,3.519083969465649
IND.12.11_1,Haryana,Kurukshetra,2015,2016,Kharif,120000.0,441000.0,3.675
IND.12.11_1,Haryana,Kurukshetra,2016,2017,Kharif,115000.0,495000.0,4.304347826086956
IND.12.11_1,Haryana,Kurukshetra,2017,2018,Kharif,120800.0,505000.0,4.180463576158941
IND.12.11_1,Haryana,Kurukshetra,2018,2019,Kharif,119000.0,416000.0,3.495798319327731
IND.12.11_1,Haryana,Kurukshetra,2019,2020,Kharif,121000.0,542400.0,4.482644628099173
IND.12.15_1,Haryana,Panchkula,2000,2001,Kharif,6183.0,18000.0,2.911208151382824
IND.12.15_1,Haryana,Panchkula,2001,2002,Kharif,6933.0,20000.0,2.8847540747151306
IND.12.15_1,Haryana,Panchkula,2002,2003,Kharif,5702.0,16000.0,2.806032970887408
IND.12.15_1,Haryana,Panchkula,2003,2004,Kharif,6924.0,21000.0,3.032928942807626
IND.12.15_1,Haryana,Panchkula,2004,2005,Kharif,6776.0,18000.0,2.656434474616293
IND.12.15_1,Haryana,Panchkula,2005,2006,Kharif,6087.0,17000.0,2.7928371940200427
IND.12.15_1,Haryana,Panchkula,2006,2007,Kharif,7340.0,28000.0,3.8147138964577656
IND.12.15_1,Haryana,Panchkula,2007,2008,Kharif,7088.0,20000.0,2.8216704288939054
IND.12.15_1,Haryana,Panchkula,2008,2009,Kharif,8797.0,24000.0,2.7282027964078663
IND.12.15_1,Haryana,Panchkula,2009,2010,Kharif,8415.0,23000.0,2.7332144979203803
IND.12.15_1,Haryana,Panchkula,2010,2011,Kharif,9070.0,30000.0,3.3076074972436604
IND.12.15_1,Haryana,Panchkula,2011,2012,Kharif,9151.0,25000.0,2.731941864277128
IND.12.15_1,Haryana,Panchkula,2012,2013,Kharif,9453.0,25000.0,2.6446630699248916
IND.12.15_1,Haryana,Panchkula,2013,2014,Kharif,10000.0,38000.0,3.8
IND.12.15_1,Haryana,Panchkula,2014,2015,Kharif,10000.0,29000.0,2.9
IND.12.15_1,Haryana,Panchkula,2015,2016,Kharif,9000.0,34000.0,3.7777777777777777
IND.12.15_1,Haryana,Panchkula,2016,2017,Kharif,9100.0,32000.0,3.5164835164835164
IND.12.15_1,Haryana,Panchkula,2017,2018,Kharif,10500.0,39200.0,3.7333333333333334
IND.12.15_1,Haryana,Panchkula,2018,2019,Kharif,11000.0,43000.0,3.909090909090909
IND.12.15_1,Haryana,Panchkula,2019,2020,Kharif,12900.0,46100.0,3.5736434108527133
IND.12.16_1,Haryana,Panipat,2000,2001,Kharif,77458.0,187000.0,2.4142115727232825
IND.12.16_1,Haryana,Panipat,2001,2002,Kharif,71831.0,167000.0,2.3249015049212733
IND.12.16_1,Haryana,Panipat,2002,2003,Kharif,64007.0,161000.0,2.5153498836064805
IND.12.16_1,Haryana,Panipat,2003,2004,Kharif,72317.0,164000.0,2.2677931883236306
IND.12.16_1,Haryana,Panipat,2004,2005,Kharif,72281.0,164000.0,2.2689226767753627
IND.12.16_1,Haryana,Panipat,2005,2006,Kharif,70753.0,181000.0,2.5581954122086694
IND.12.16_1,Haryana,Panipat,2006,2007,Kharif,70777.0,194000.0,2.7410034333187334
IND.12.16_1,Haryana,Panipat,2007,2008,Kharif,73632.0,188000.0,2.553237722729248
IND.12.16_1,Haryana,Panipat,2008,2009,Kharif,77763.0,169000.0,2.173270064169335
IND.12.16_1,Haryana,Panipat,2009,2010,Kharif,76960.0,205000.0,2.663721413721414
IND.12.16_1,Haryana,Panipat,2010,2011,Kharif,76905.0,174000.0,2.2625316949483127
IND.12.16_1,Haryana,Panipat,2011,2012,Kharif,76032.0,201000.0,2.6436237373737375
IND.12.16_1,Haryana,Panipat,2012,2013,Kharif,75683.0,210000.0,2.774731445635083
IND.12.16_1,Haryana,Panipat,2013,2014,Kharif,75000.0,192000.0,2.56
IND.12.16_1,Haryana,Panipat,2014,2015,Kharif,54000.0,132000.0,2.4444444444444446
