GID_2,State,District,Year,Year End,Season,Area (Hectare),Production (Tonnes),Yield (Tonnes/Hectare)
IND.2.12_1,Andhra Pradesh,West Godavari,2002,2003,Kharif,214554.0,659110.0,3.072000522013106
IND.2.12_1,Andhra Pradesh,West Godavari,2003,2004,Kharif,232235.0,812590.0,3.4989988589144616
IND.2.12_1,Andhra Pradesh,West Godavari,2004,2005,Kharif,244235.0,842122.0,3.4479988535631665
IND.2.12_1,Andhra Pradesh,West Godavari,2005,2006,Kharif,253521.0,475859.0,1.8770003273890525
IND.2.12_1,Andhra Pradesh,West Godavari,2006,2007,Kharif,245236.0,682001.0,2.7809987114453016
IND.2.12_1,Andhra Pradesh,West Godavari,2007,2008,Kharif,254000.0,825000.0,3.248031496062992
IND.2.12_1,Andhra Pradesh,West Godavari,2008,2009,Kharif,255444.0,778593.0,3.047998778597266
IND.2.12_1,Andhra Pradesh,West Godavari,2009,2010,Kharif,212887.0,660163.0,3.101001939996336
IND.2.12_1,Andhra Pradesh,West Godavari,2010,2011,Kharif,256147.0,558800.0,2.181559807454313
IND.2.12_1,Andhra Pradesh,West Godavari,2011,2012,Kharif,240266.0,764242.0,3.1808162619763096
IND.2.12_1,Andhra Pradesh,West Godavari,2012,2013,Kharif,243000.0,483000.0,1.9876543209876543
IND.2.12_1,Andhra Pradesh,West Godavari,2013,2014,Kharif,240396.0,521419.0,2.1690003161450275
IND.2.12_1,Andhra Pradesh,West Godavari,2014,2015,Kharif,231475.0,733313.0,3.168000864024193
IND.2.12_1,Andhra Pradesh,West Godavari,2015,2016,Kharif,229204.0,727885.0,3.1757081028254306
IND.2.12_1,Andhra Pradesh,West Godavari,2016,2017,Kharif,230785.0,820044.0,3.5532811924518493
IND.2.12_1,Andhra Pradesh,West Godavari,2017,2018,Kharif,226760.0,807492.0,3.560998412418416
IND.2.12_1,Andhra Pradesh,West Godavari,2018,2019,Kharif,226925.0,857555.0,3.7790239065770628
IND.2.12_1,Andhra Pradesh,West Godavari,2019,2020,Kharif,224398.0,850763.0,3.791312756798189
IND.2.1_1,Andhra Pradesh,Anantapur,2000,2001,Kharif,39905.0,117680.0,2.9490038842250343
IND.2.1_1,Andhra Pradesh,Anantapur,2001,2002,Kharif,32878.0,95609.0,2.9079931869335116
IND.2.1_1,Andhra Pradesh,Anantapur,2002,2003,Kharif,29066.0,66329.0,2.2820133489300214
IND.2.1_1,Andhra Pradesh,Anantapur,2003,2004,Kharif,17515.0,44891.0,2.563003140165572
IND.2.1_1,Andhra Pradesh,Anantapur,2004,2005,Kharif,24335.0,85051.0,3.495007191288268
IND.2.1_1,Andhra Pradesh,Anantapur,2005,2006,Kharif,25008.0,69972.0,2.797984644913628
IND.2.1_1,Andhra Pradesh,Anantapur,2006,2007,Kharif,22349.0,67427.0,3.0170029978969977
IND.2.1_1,Andhra Pradesh,Anantapur,2007,2008,Kharif,30000.0,95000.0,3.1666666666666665
IND.2.1_1,Andhra Pradesh,Anantapur,2008,2009,Kharif,30306.0,94615.0,3.1219890450735828
IND.2.1_1,Andhra Pradesh,Anantapur,2009,2010,Kharif,32226.0,101512.0,3.1500031030844657
IND.2.1_1,Andhra Pradesh,Anantapur,2010,2011,Kharif,34973.0,102007.0,2.9167357675921424
IND.2.1_1,Andhra Pradesh,Anantapur,2011,2012,Kharif,37720.0,94531.0,2.5061240721102864
IND.2.1_1,Andhra Pradesh,Anantapur,2012,2013,Kharif,22000.0,58000.0,2.6363636363636362
IND.2.1_1,Andhra Pradesh,Anantapur,2013,2014,Kharif,28114.0,59377.0,2.112008252116383
IND.2.1_1,Andhra Pradesh,Anantapur,2014,2015,Kharif,22658.0,68155.0,3.007988348486186
IND.2.1_1,Andhra Pradesh,Anantapur,2015,2016,Kharif,20033.0,61012.0,3.045574801577397
IND.2.1_1,Andhra Pradesh,Anantapur,2016,2017,Kharif,17983.0,44138.0,2.4544291831173886
IND.2.1_1,Andhra Pradesh,Anantapur,2017,2018,Kharif,12293.0,30831.0,2.508012690148865
IND.2.1_1,Andhra Pradesh,Anantapur,2018,2019,Kharif,21938.0,58673.0,2.6744917494757954
IND.2.1_1,Andhra Pradesh,Anantapur,2019,2020,Kharif,18209.0,65726.0,3.609533747048163
IND.2.2_1,Andhra Pradesh,Chittoor,2000,2001,Kharif,33776.0,89236.0,2.641994315490289
IND.2.2_1,Andhra Pradesh,Chittoor,2001,2002,Kharif,24377.0,55311.0,2.268983057800386
IND.2.2_1,Andhra Pradesh,Chittoor,2002,2003,Kharif,20137.0,50020.0,2.48398470477231
IND.2.2_1,Andhra Pradesh,Chittoor,2003,2004,Kharif,18495.0,38562.0,2.0849959448499593
IND.2.2_1,Andhra Pradesh,Chittoor,2004,2005,Kharif,19055.0,43331.0,2.273996326423511
IND.2.2_1,Andhra Pradesh,Chittoor,2005,2006,Kharif,16240.0,37173.0,2.288977832512315
IND.2.2_1,Andhra Pradesh,Chittoor,2006,2007,Kharif,17049.0,42520.0,2.493987917179893
IND.2.2_1,Andhra Pradesh,Chittoor,2007,2008,Kharif,15000.0,42000.0,2.8
IND.2.2_1,Andhra Pradesh,Chittoor,2008,2009,Kharif,17596.0,46242.0,2.6279836326437827
IND.2.2_1,Andhra Pradesh,Chittoor,2009,2010,Kharif,19758.0,56192.0,2.8440125518777206
IND.2.2_1,Andhra Pradesh,Chittoor,2010,2011,Kharif,18019.0,53639.0,2.9768022642765968
IND.2.2_1,Andhra Pradesh,Chittoor,2011,2012,Kharif,17342.0,55719.0,3.212951216699343
IND.2.2_1,Andhra Pradesh,Chittoor,2012,2013,Kharif,13000.0,45000.0,3.4615384615384617
IND.2.2_1,Andhra Pradesh,Chittoor,2013,2014,Kharif,15206.0,48766.0,3.207023543338156
IND.2.2_1,Andhra Pradesh,Chittoor,2014,2015,Kharif,13304.0,44462.0,3.3420024052916415
IND.2.2_1,Andhra Pradesh,Chittoor,2015,2016,Kharif,9476.0,32587.0,3.438898269311946
IND.2.2_1,Andhra Pradesh,Chittoor,2016,2017,Kharif,22905.0,78527.0,3.4283780833879067
IND.2.2_1,Andhra Pradesh,Chittoor,2017,2018,Kharif,15061.0,53768.0,3.57001527123033
IND.2.2_1,Andhra Pradesh,Chittoor,2018,2019,Kharif,17422.0,64122.0,3.680518884169441
IND.2.2_1,Andhra Pradesh,Chittoor,2019,2020,Kharif,10664.0,42981.0,4.030476369092273
IND.2.3_1,Andhra Pradesh,East Godavari,2000,2001,Kharif,253966.0,683423.0,2.691001945142263
IND.2.3_1,Andhra Pradesh,East Godavari,2001,2002,Kharif,220811.0,579850.0,2.626001422030605
IND.2.3_1,Andhra Pradesh,East Godavari,2002,2003,Kharif,194809.0,551115.0,2.829001740166009
IND.2.3_1,Andhra Pradesh,East Godavari,2003,2004,Kharif,234673.0,762453.0,3.249001802508171
IND.2.3_1,Andhra Pradesh,East Godavari,2004,2005,Kharif,224521.0,743614.0,3.3120019953590085
IND.2.3_1,Andhra Pradesh,East Godavari,2005,2006,Kharif,217411.0,348727.0,1.6039988777016803
IND.2.3_1,Andhra Pradesh,East Godavari,2006,2007,Kharif,227930.0,547716.0,2.4030009213354977
IND.2.3_1,Andhra Pradesh,East Godavari,2007,2008,Kharif,242000.0,715000.0,2.9545454545454546
IND.2.3_1,Andhra Pradesh,East Godavari,2008,2009,Kharif,240231.0,716609.0,2.982999696125812
IND.2.3_1,Andhra Pradesh,East Godavari,2009,2010,Kharif,202153.0,616567.0,3.0500017313618892
IND.2.3_1,Andhra Pradesh,East Godavari,2010,2011,Kharif,237640.0,457704.0,1.926039387308534
IND.2.3_1,Andhra Pradesh,East Godavari,2011,2012,Kharif,197445.0,589741.0,2.9868621641469777
IND.2.3_1,Andhra Pradesh,East Godavari,2012,2013,Kharif,232000.0,356000.0,1.5344827586206897
IND.2.3_1,Andhra Pradesh,East Godavari,2013,2014,Kharif,235159.0,434104.0,1.846002066686795
IND.2.3_1,Andhra Pradesh,East Godavari,2014,2015,Kharif,226072.0,681833.0,3.015999327647829
IND.2.3_1,Andhra Pradesh,East Godavari,2015,2016,Kharif,227836.0,696471.0,3.0568961884864554
IND.2.3_1,Andhra Pradesh,East Godavari,2016,2017,Kharif,220489.0,737644.0,3.3454911582890756
IND.2.3_1,Andhra Pradesh,East Godavari,2017,2018,Kharif,225683.0,771836.0,3.4200006203391484
IND.2.3_1,Andhra Pradesh,East Godavari,2018,2019,Kharif,222214.0,830017.0,3.735214702944009
IND.2.3_1,Andhra Pradesh,East Godavari,2019,2020,Kharif,221042.0,744209.0,3.3668216899955663
IND.2.4_1,Andhra Pradesh,Guntur,2000,2001,Kharif,292899.0,987363.0,3.3710016080628478
IND.2.4_1,Andhra Pradesh,Guntur,2001,2002,Kharif,272468.0,935110.0,3.431999354052586
IND.2.4_1,Andhra Pradesh,Guntur,2002,2003,Kharif,202953.0,646811.0,3.186998960350426
IND.2.4_1,Andhra Pradesh,Guntur,2003,2004,Kharif,170487.0,482990.0,2.833001929765906
IND.2.4_1,Andhra Pradesh,Guntur,2004,2005,Kharif,240404.0,833961.0,3.4689980199996673
IND.2.4_1,Andhra Pradesh,Guntur,2005,2006,Kharif,288879.0,892636.0,3.0899996192177346
IND.2.4_1,Andhra Pradesh,Guntur,2006,2007,Kharif,288638.0,783941.0,2.716000665193079
IND.2.4_1,Andhra Pradesh,Guntur,2007,2008,Kharif,283000.0,976000.0,3.4487632508833923
IND.2.4_1,Andhra Pradesh,Guntur,2008,2009,Kharif,281491.0,959321.0,3.407998834776245
IND.2.4_1,Andhra Pradesh,Guntur,2009,2010,Kharif,190526.0,683226.0,3.5859987613239137
IND.2.4_1,Andhra Pradesh,Guntur,2010,2011,Kharif,271072.0,649760.0,2.3970015346476212
IND.2.4_1,Andhra Pradesh,Guntur,2011,2012,Kharif,281790.0,1080921.0,3.8359097200042584
IND.2.4_1,Andhra Pradesh,Guntur,2012,2013,Kharif,175000.0,608000.0,3.474285714285714
IND.2.4_1,Andhra Pradesh,Guntur,2013,2014,Kharif,280060.0,912716.0,3.2590016425051775
IND.2.4_1,Andhra Pradesh,Guntur,2014,2015,Kharif,255607.0,1000190.0,3.9129992527591186
IND.2.4_1,Andhra Pradesh,Guntur,2015,2016,Kharif,160608.0,465820.0,2.900353656106794
IND.2.4_1,Andhra Pradesh,Guntur,2016,2017,Kharif,163747.0,685336.0,4.185334693154684
IND.2.4_1,Andhra Pradesh,Guntur,2017,2018,Kharif,183828.0,766563.0,4.170001305568249
IND.2.4_1,Andhra Pradesh,Guntur,2018,2019,Kharif,216433.0,857796.0,3.963332763488008
IND.2.4_1,Andhra Pradesh,Guntur,2019,2020,Kharif,220272.0,877858.0,3.9853363114694558
IND.2.5_1,Andhra Pradesh,Krishna,2000,2001,Kharif,281343.0,868787.0,3.0879993459940356
IND.2.5_1,Andhra Pradesh,Krishna,2001,2002,Kharif,245114.0,714507.0,2.9149987352823583
IND.2.5_1,Andhra Pradesh,Krishna,2002,2003,Kharif,243910.0,761243.0,3.1209995490139804
IND.2.5_1,Andhra Pradesh,Krishna,2003,2004,Kharif,222367.0,526565.0,2.3679997481640713
IND.2.5_1,Andhra Pradesh,Krishna,2004,2005,Kharif,245306.0,804849.0,3.281000057071576
IND.2.5_1,Andhra Pradesh,Krishna,2005,2006,Kharif,254919.0,697203.0,2.7349981758911652
IND.2.5_1,Andhra Pradesh,Krishna,2006,2007,Kharif,251433.0,521221.0,2.0730015550862455
IND.2.5_1,Andhra Pradesh,Krishna,2007,2008,Kharif,261000.0,944000.0,3.6168582375478926
IND.2.5_1,Andhra Pradesh,Krishna,2008,2009,Kharif,273878.0,959395.0,3.5030013363614456
IND.2.5_1,Andhra Pradesh,Krishna,2009,2010,Kharif,228196.0,784310.0,3.4370015250048205
IND.2.5_1,Andhra Pradesh,Krishna,2010,2011,Kharif,260350.0,722978.0,2.7769464182830803
IND.2.5_1,Andhra Pradesh,Krishna,2011,2012,Kharif,262826.0,980105.0,3.729102143623538
IND.2.5_1,Andhra Pradesh,Krishna,2012,2013,Kharif,253000.0,908000.0,3.588932806324111
IND.2.5_1,Andhra Pradesh,Krishna,2013,2014,Kharif,264371.0,773285.0,2.9249993380514505
IND.2.5_1,Andhra Pradesh,Krishna,2014,2015,Kharif,235212.0,788901.0,3.3539997959287793
IND.2.5_1,Andhra Pradesh,Krishna,2015,2016,Kharif,210818.0,707083.0,3.353997286759195
IND.2.5_1,Andhra Pradesh,Krishna,2016,2017,Kharif,215895.0,833499.0,3.860668380462725
IND.2.5_1,Andhra Pradesh,Krishna,2017,2018,Kharif,235984.0,930721.0,3.9440004407078444
IND.2.5_1,Andhra Pradesh,Krishna,2018,2019,Kharif,245815.0,1022427.0,4.159335272460997
IND.2.5_1,Andhra Pradesh,Krishna,2019,2020,Kharif,243863.0,945538.0,3.8773327647080533
IND.2.6_1,Andhra Pradesh,Kurnool,2000,2001,Kharif,93188.0,307427.0,3.2989977250289737
IND.2.6_1,Andhra Pradesh,Kurnool,2001,2002,Kharif,43617.0,121779.0,2.792007703418392
IND.2.6_1,Andhra Pradesh,Kurnool,2002,2003,Kharif,47948.0,100499.0,2.095999833152582
IND.2.6_1,Andhra Pradesh,Kurnool,2003,2004,Kharif,34618.0,100635.0,2.907013692298804
IND.2.6_1,Andhra Pradesh,Kurnool,2004,2005,Kharif,61465.0,210702.0,3.4279996746115677
IND.2.6_1,Andhra Pradesh,Kurnool,2005,2006,Kharif,88555.0,292586.0,3.3040031618767998
IND.2.6_1,Andhra Pradesh,Kurnool,2006,2007,Kharif,80692.0,270238.0,3.3490060972587123
IND.2.6_1,Andhra Pradesh,Kurnool,2007,2008,Kharif,90000.0,332000.0,3.688888888888889
IND.2.6_1,Andhra Pradesh,Kurnool,2008,2009,Kharif,84066.0,279856.0,3.329003402088835
IND.2.6_1,Andhra Pradesh,Kurnool,2009,2010,Kharif,81908.0,256454.0,3.131000634858622
IND.2.6_1,Andhra Pradesh,Kurnool,2010,2011,Kharif,104110.0,291475.0,2.7996830275669966
IND.2.6_1,Andhra Pradesh,Kurnool,2011,2012,Kharif,91984.0,333882.0,3.629783440598365
IND.2.6_1,Andhra Pradesh,Kurnool,2012,2013,Kharif,72000.0,277000.0,3.8472222222222223
IND.2.6_1,Andhra Pradesh,Kurnool,2013,2014,Kharif,92596.0,340383.0,3.6760011231586676
IND.2.6_1,Andhra Pradesh,Kurnool,2014,2015,Kharif,91569.0,361514.0,3.947995500660704
IND.2.6_1,Andhra Pradesh,Kurnool,2015,2016,Kharif,46316.0,145993.0,3.152107263148804
IND.2.6_1,Andhra Pradesh,Kurnool,2016,2017,Kharif,79264.0,322068.0,4.063231731933791
IND.2.6_1,Andhra Pradesh,Kurnool,2017,2018,Kharif,59592.0,206963.0,3.472999731507585
IND.2.6_1,Andhra Pradesh,Kurnool,2018,2019,Kharif,88858.0,346199.0,3.896092642193162
IND.2.6_1,Andhra Pradesh,Kurnool,2019,2020,Kharif,82759.0,329605.0,3.9827088292511994
IND.2.7_1,Andhra Pradesh,Nellore,2000,2001,Kharif,55041.0,171563.0,3.1170036881597354
IND.2.7_1,Andhra Pradesh,Nellore,2001,2002,Kharif,34297.0,108413.0,3.161005335743651
IND.2.7_1,Andhra Pradesh,Nellore,2002,2003,Kharif,45511.0,149276.0,3.2799982421832086
IND.2.7_1,Andhra Pradesh,Nellore,2003,2004,Kharif,17885.0,49756.0,2.781996086105675
IND.2.7_1,Andhra Pradesh,Nellore,2004,2005,Kharif,19326.0,56432.0,2.92000413950119
IND.2.7_1,Andhra Pradesh,Nellore,2005,2006,Kharif,18036.0,55190.0,3.0599911288534045
IND.2.7_1,Andhra Pradesh,Nellore,2006,2007,Kharif,60057.0,197167.0,3.2829978187388646
IND.2.7_1,Andhra Pradesh,Nellore,2007,2008,Kharif,46000.0,162000.0,3.5217391304347827
IND.2.7_1,Andhra Pradesh,Nellore,2008,2009,Kharif,65233.0,233795.0,3.583998896264161
IND.2.7_1,Andhra Pradesh,Nellore,2009,2010,Kharif,67894.0,220248.0,3.2439979968774857
IND.2.7_1,Andhra Pradesh,Nellore,2010,2011,Kharif,69873.0,228485.0,3.270004150387131
IND.2.7_1,Andhra Pradesh,Nellore,2011,2012,Kharif,53137.0,195269.0,3.6748216873365074
IND.2.7_1,Andhra Pradesh,Nellore,2012,2013,Kharif,54000.0,214000.0,3.962962962962963
IND.2.7_1,Andhra Pradesh,Nellore,2013,2014,Kharif,32241.0,115455.0,3.5809993486554386
IND.2.7_1,Andhra Pradesh,Nellore,2014,2015,Kharif,62232.0,232561.0,3.7370002571024554
IND.2.7_1,Andhra Pradesh,Nellore,2015,2016,Kharif,30413.0,110683.0,3.6393318646631374
IND.2.7_1,Andhra Pradesh,Nellore,2016,2017,Kharif,73827.0,287991.0,3.900889918322565
IND.2.7_1,Andhra Pradesh,Nellore,2017,2018,Kharif,21184.0,81029.0,3.825009441087613
IND.2.7_1,Andhra Pradesh,Nellore,2018,2019,Kharif,26638.0,94011.0,3.5292063968766425
IND.2.7_1,Andhra Pradesh,Nellore,2019,2020,Kharif,16680.0,64015.0,3.837829736211031
IND.2.8_1,Andhra Pradesh,Prakasam,2000,2001,Kharif,50601.0,156559.0,3.093990237347088
IND.2.8_1,Andhra Pradesh,Prakasam,2001,2002,Kharif,40841.0,134204.0,3.2860116059841826
IND.2.8_1,Andhra Pradesh,Prakasam,2002,2003,Kharif,19256.0,46927.0,2.4370066472787704
IND.2.8_1,Andhra Pradesh,Prakasam,2003,2004,Kharif,14621.0,41992.0,2.872033376650024
IND.2.8_1,Andhra Pradesh,Prakasam,2004,2005,Kharif,27435.0,95446.0,3.478986695826499
IND.2.8_1,Andhra Pradesh,Prakasam,2005,2006,Kharif,54390.0,144351.0,2.6539988968560397
IND.2.8_1,Andhra Pradesh,Prakasam,2006,2007,Kharif,41191.0,124809.0,3.0300065548299386
IND.2.8_1,Andhra Pradesh,Prakasam,2007,2008,Kharif,47000.0,173000.0,3.6808510638297873
IND.2.8_1,Andhra Pradesh,Prakasam,2008,2009,Kharif,47434.0,167774.0,3.536998777248387
IND.2.8_1,Andhra Pradesh,Prakasam,2009,2010,Kharif,32959.0,117730.0,3.5720137140083135
IND.2.8_1,Andhra Pradesh,Prakasam,2010,2011,Kharif,48878.0,143300.0,2.931789353083187
IND.2.8_1,Andhra Pradesh,Prakasam,2011,2012,Kharif,39122.0,134932.0,3.4490056745565156
IND.2.8_1,Andhra Pradesh,Prakasam,2012,2013,Kharif,18000.0,64000.0,3.5555555555555554
IND.2.8_1,Andhra Pradesh,Prakasam,2013,2014,Kharif,58034.0,213391.0,3.6769996898369923
IND.2.8_1,Andhra Pradesh,Prakasam,2014,2015,Kharif,31764.0,121783.0,3.833994459136129
IND.2.8_1,Andhra Pradesh,Prakasam,2015,2016,Kharif,14187.0,61438.0,4.3305843377740185
IND.2.8_1,Andhra Pradesh,Prakasam,2016,2017,Kharif,19297.0,64177.0,3.325750116598435
IND.2.8_1,Andhra Pradesh,Prakasam,2017,2018,Kharif,27547.0,107543.0,3.9039822848223036
IND.2.8_1,Andhra Pradesh,Prakasam,2018,2019,Kharif,27778.0,102036.0,3.673266613867089
IND.2.8_1,Andhra Pradesh,Prakasam,2019,2020,Kharif,29872.0,111711.0,3.739655865024103
IND.2.9_1,Andhra Pradesh,Srikakulam,2000,2001,Kharif,207461.0,399155.0,1.9240001735265906
IND.2.9_1,Andhra Pradesh,Srikakulam,2001,2002,Kharif,178771.0,393654.0,2.2020014431870942
IND.2.9_1,Andhra Pradesh,Srikakulam,2002,2003,Kharif,153148.0,267550.0,1.7470028991563715
IND.2.9_1,Andhra Pradesh,Srikakulam,2003,2004,Kharif,188219.0,421799.0,2.2410011741641385
IND.2.9_1,Andhra Pradesh,Srikakulam,2004,2005,Kharif,190795.0,448561.0,2.3510102465997536
IND.2.9_1,Andhra Pradesh,Srikakulam,2005,2006,Kharif,153521.0,271425.0,1.7679991662378436
IND.2.9_1,Andhra Pradesh,Srikakulam,2006,2007,Kharif,193994.0,491775.0,2.5350010825077063
IND.2.9_1,Andhra Pradesh,Srikakulam,2007,2008,Kharif,201000.0,613000.0,3.0497512437810945
IND.2.9_1,Andhra Pradesh,Srikakulam,2008,2009,Kharif,203172.0,408376.0,2.0100013781426576
IND.2.9_1,Andhra Pradesh,Srikakulam,2009,2010,Kharif,177058.0,371822.0,2.1000011295733603
IND.2.9_1,Andhra Pradesh,Srikakulam,2010,2011,Kharif,205853.0,167482.0,0.8135999961137317
IND.2.9_1,Andhra Pradesh,Srikakulam,2011,2012,Kharif,208239.0,399240.0,1.9172201172690995
IND.2.9_1,Andhra Pradesh,Srikakulam,2012,2013,Kharif,206000.0,521000.0,2.529126213592233
IND.2.9_1,Andhra Pradesh,Srikakulam,2013,2014,Kharif,199717.0,347108.0,1.7379992689655863
IND.2.9_1,Andhra Pradesh,Srikakulam,2014,2015,Kharif,205485.0,434806.0,2.1159987347008298
IND.2.9_1,Andhra Pradesh,Srikakulam,2015,2016,Kharif,204003.0,470320.0,2.305456292309427
IND.2.9_1,Andhra Pradesh,Srikakulam,2016,2017,Kharif,203411.0,605174.0,2.9751291719720174
IND.2.9_1,Andhra Pradesh,Srikakulam,2017,2018,Kharif,210682.0,531129.0,2.5209984716302296
IND.2.9_1,Andhra Pradesh,Srikakulam,2018,2019,Kharif,209426.0,431177.0,2.058851336510271
IND.2.9_1,Andhra Pradesh,Srikakulam,2019,2020,Kharif,209640.0,594503.0,2.8358280862430836
IND.20.10_1,Maharashtra,Garhchiroli,2000,2001,Kharif,138400.0,107300.0,0.7752890173410405
IND.20.10_1,Maharashtra,Garhchiroli,2001,2002,Kharif,142100.0,163800.0,1.1527093596059113
IND.20.10_1,Maharashtra,Garhchiroli,2002,2003,Kharif,142600.0,74900.0,0.5252454417952315
IND.20.10_1,Maharashtra,Garhchiroli,2003,2004,Kharif,144300.0,175700.0,1.2176022176022177
IND.20.10_1,Maharashtra,Garhchiroli,2004,2005,Kharif,145200.0,125200.0,0.8622589531680441
IND.20.10_1,Maharashtra,Garhchiroli,2005,2006,Kharif,147200.0,222100.0,1.5088315217391304
IND.20.10_1,Maharashtra,Garhchiroli,2006,2007,Kharif,140000.0,206100.0,1.4721428571428572
IND.20.10_1,Maharashtra,Garhchiroli,2007,2008,Kharif,149100.0,223100.0,1.4963112005365526
IND.20.10_1,Maharashtra,Garhchiroli,2008,2009,Kharif,151400.0,126000.0,0.8322324966974901
IND.20.10_1,Maharashtra,Garhchiroli,2009,2010,Kharif,149100.0,112500.0,0.7545271629778671
IND.20.10_1,Maharashtra,Garhchiroli,2010,2011,Kharif,156800.0,233200.0,1.4872448979591837
IND.20.10_1,Maharashtra,Garhchiroli,2011,2012,Kharif,152200.0,182300.0,1.1977660972404731
IND.20.10_1,Maharashtra,Garhchiroli,2012,2013,Kharif,151400.0,228800.0,1.511228533685601
IND.20.10_1,Maharashtra,Garhchiroli,2013,2014,Kharif,153000.0,225600.0,1.4745098039215687
IND.20.10_1,Maharashtra,Garhchiroli,2014,2015,Kharif,152800.0,201600.0,1.3193717277486912
IND.20.10_1,Maharashtra,Garhchiroli,2015,2016,Kharif,150500.0,126300.0,0.839202657807309
IND.20.10_1,Maharashtra,Garhchiroli,2016,2017,Kharif,148300.0,274900.0,1.8536749831422792
IND.20.10_1,Maharashtra,Garhchiroli,2017,2018,Kharif,148500.0,181800.0,1.2242424242424241
IND.20.10_1,Maharashtra,Garhchiroli,2018,2019,Kharif,150119.0,269686.0,1.7964814580432857
IND.20.10_1,Maharashtra,Garhchiroli,2019,2020,Kharif,171267.0,291081.0,1.6995743488237665
IND.20.11_1,Maharashtra,Gondiya,2000,2001,Kharif,181800.0,156100.0,0.8586358635863587
IND.20.11_1,Maharashtra,Gondiya,2001,2002,Kharif,177800.0,231400.0,1.3014623172103488
IND.20.11_1,Maharashtra,Gondiya,2002,2003,Kharif,168400.0,164200.0,0.9750593824228029
IND.20.11_1,Maharashtra,Gondiya,2003,2004,Kharif,170000.0,255000.0,1.5
IND.20.11_1,Maharashtra,Gondiya,2004,2005,Kharif,162500.0,97600.0,0.6006153846153847
IND.20.11_1,Maharashtra,Gondiya,2005,2006,Kharif,177800.0,271200.0,1.5253093363329584
IND.20.11_1,Maharashtra,Gondiya,2006,2007,Kharif,187000.0,209200.0,1.118716577540107
IND.20.11_1,Maharashtra,Gondiya,2007,2008,Kharif,192500.0,319000.0,1.6571428571428573
IND.20.11_1,Maharashtra,Gondiya,2008,2009,Kharif,185100.0,130900.0,0.7071853052404106
IND.20.11_1,Maharashtra,Gondiya,2009,2010,Kharif,181900.0,197500.0,1.085761407366685
IND.20.11_1,Maharashtra,Gondiya,2010,2011,Kharif,178200.0,306000.0,1.7171717171717171
IND.20.11_1,Maharashtra,Gondiya,2011,2012,Kharif,172800.0,294800.0,1.7060185185185186
IND.20.11_1,Maharashtra,Gondiya,2012,2013,Kharif,177500.0,334600.0,1.8850704225352113
IND.20.11_1,Maharashtra,Gondiya,2013,2014,Kharif,188100.0,292500.0,1.555023923444976
IND.20.11_1,Maharashtra,Gondiya,2014,2015,Kharif,174700.0,340600.0,1.9496279336004578
IND.20.11_1,Maharashtra,Gondiya,2015,2016,Kharif,172100.0,263600.0,1.5316676350958744
IND.20.11_1,Maharashtra,Gondiya,2016,2017,Kharif,173200.0,423300.0,2.4439953810623556
IND.20.11_1,Maharashtra,Gondiya,2017,2018,Kharif,138500.0,218500.0,1.5776173285198556
IND.20.11_1,Maharashtra,Gondiya,2018,2019,Kharif,128535.99999999999,321010.0,2.4974326258791315
IND.20.11_1,Maharashtra,Gondiya,2019,2020,Kharif,151992.0,302721.0,1.991690352123796
IND.20.15_1,Maharashtra,Kolhapur,2000,2001,Kharif,106300.0,232800.0,2.1900282220131704
IND.20.15_1,Maharashtra,Kolhapur,2001,2002,Kharif,105900.0,289400.0,2.732766761095373
IND.20.15_1,Maharashtra,Kolhapur,2002,2003,Kharif,105600.0,233200.0,2.2083333333333335
IND.20.15_1,Maharashtra,Kolhapur,2003,2004,Kharif,106200.0,246100.0,2.317325800376648
IND.20.15_1,Maharashtra,Kolhapur,2004,2005,Kharif,110500.0,279100.0,2.52579185520362
IND.20.15_1,Maharashtra,Kolhapur,2005,2006,Kharif,108300.0,246100.0,2.2723915050784855
IND.20.15_1,Maharashtra,Kolhapur,2006,2007,Kharif,109800.0,284800.0,2.593806921675774
IND.20.15_1,Maharashtra,Kolhapur,2007,2008,Kharif,111900.0,336200.0,3.004468275245755
IND.20.15_1,Maharashtra,Kolhapur,2008,2009,Kharif,113800.0,285200.0,2.5061511423550087
IND.20.15_1,Maharashtra,Kolhapur,2009,2010,Kharif,112700.0,291800.0,2.5891748003549244
IND.20.15_1,Maharashtra,Kolhapur,2010,2011,Kharif,111500.0,321600.0,2.884304932735426
IND.20.15_1,Maharashtra,Kolhapur,2011,2012,Kharif,104300.0,278900.0,2.6740172579098753
IND.20.15_1,Maharashtra,Kolhapur,2012,2013,Kharif,107800.0,282200.0,2.6178107606679037
IND.20.15_1,Maharashtra,Kolhapur,2013,2014,Kharif,108800.0,339600.0,3.1213235294117645
IND.20.15_1,Maharashtra,Kolhapur,2014,2015,Kharif,110900.0,335200.0,3.022542831379621
IND.20.15_1,Maharashtra,Kolhapur,2015,2016,Kharif,111500.0,273300.0,2.451121076233184
IND.20.15_1,Maharashtra,Kolhapur,2016,2017,Kharif,113800.0,396000.0,3.4797891036906856
IND.20.15_1,Maharashtra,Kolhapur,2017,2018,Kharif,109200.0,333300.0,3.052197802197802
IND.20.15_1,Maharashtra,Kolhapur,2018,2019,Kharif,106511.99999999999,327615.0,3.0758506083821544
IND.20.15_1,Maharashtra,Kolhapur,2019,2020,Kharif,111358.99999999999,270993.0,2.433507844000036
